Cores,4,LR,sample, 0.021382 ,took, 2.97980880737
Cores,4,LR,sample, 0.015625 ,took, 3.61902713776
Cores,32,LR,sample, 0.125 ,took, 10.0786569118
Cores,12,LR,sample, 0.061678 ,took, 6.26599621773
Cores,12,LR,sample, 0.055921 ,took, 6.73259997368
Cores,12,LR,sample, 0.050164 ,took, 5.81595087051
Cores,16,LR,sample, 0.061678 ,took, 7.0879471302
Cores,4,LR,sample, 0.021382 ,took, 2.97980880737
Cores,4,LR,sample, 0.015625 ,took, 3.61902713776
Cores,32,LR,sample, 0.125 ,took, 10.0786569118
Cores,12,LR,sample, 0.061678 ,took, 6.26599621773
Cores,12,LR,sample, 0.055921 ,took, 6.73259997368
Cores,12,LR,sample, 0.050164 ,took, 5.81595087051
Cores,16,LR,sample, 0.061678 ,took, 7.0879471302
Cores,4,LR,sample, 0.021382 ,took, 2.97980880737
Cores,4,LR,sample, 0.015625 ,took, 3.61902713776
Cores,32,LR,sample, 0.125 ,took, 10.0786569118
Cores,12,LR,sample, 0.061678 ,took, 6.26599621773
Cores,12,LR,sample, 0.055921 ,took, 6.73259997368
Cores,12,LR,sample, 0.050164 ,took, 5.81595087051
Cores,16,LR,sample, 0.061678 ,took, 7.0879471302
